代码,名称,最新价,综合得分,资金得分,趋势得分,启动得分,板块得分,位置得分,分析师得分,多日得分,技术面得分,行业内得分,融资得分,加速度得分,占比趋势得分,涨跌幅,换手率,量比,总市值,触发信号
002957,科瑞技术,57.45,0.4481,0.13,0.569,1.0,0.528,0.683,0.5,0.945,0.5,0.143,0.995,1.0,0.0,-4.49,11.15,1.47,241.27992672,
688028,沃尔德,126.7,0.448,0.821,0.723,0.38,0.528,0.383,0.5,0.132,0.5,0.914,0.286,0.7,0.0,8.02,6.45,1.89,191.252383,
300067,安诺其,5.62,0.4479,0.305,0.663,0.818,0.815,0.396,0.5,0.783,0.5,0.194,0.804,1.0,0.0,0.54,6.09,1.25,64.87585106,
300634,彩讯股份,22.47,0.4475,0.49,0.559,0.808,0.752,0.335,0.5,0.485,0.5,0.521,0.616,0.7,0.0,1.03,3.53,1.21,101.38708923,
600497,驰宏锌锗,11.31,0.4474,0.988,0.47,0.477,0.843,0.15,0.5,0.951,0.5,0.97,0.066,0.007,-0.05,10.02,5.16,1.01,570.06703263,P32_pump_risk
000950,重药控股,5.15,0.4473,0.649,0.372,0.808,0.283,0.375,0.5,0.46,0.5,0.857,0.516,0.7,0.0,-1.53,2.25,1.83,89.00151184,
300487,蓝晓科技,62.0,0.4471,0.783,0.554,0.177,0.528,0.325,0.5,0.791,0.5,0.906,0.846,0.582,0.0,11.59,4.75,2.49,315.66401992,
603978,深圳新星,29.48,0.4471,0.795,0.769,0.159,0.745,0.168,0.5,0.843,0.5,0.654,0.747,0.017,0.0,7.28,9.01,1.37,62.23059935,
688391,钜泉科技,32.95,0.4471,0.575,0.386,0.808,0.528,0.463,0.5,0.45,0.5,0.724,0.516,0.7,0.0,-0.39,2.25,1.27,38.08820323,
300869,康泰医学,11.53,0.4467,0.561,0.622,0.808,0.171,0.393,0.5,0.468,0.5,0.743,0.499,0.7,0.0,1.14,3.47,1.9,46.3279236,
301107,瑜欣电子,25.92,0.4466,0.817,0.737,0.271,0.528,0.328,0.5,0.292,0.5,0.875,0.552,0.7,0.0,5.8,11.72,1.09,36.85533385,
600749,西藏旅游,14.78,0.4464,0.743,0.697,0.643,0.395,0.175,0.5,0.177,0.5,1.0,0.176,0.7,0.0,2.0,5.43,1.03,33.54550341,
603949,雪龙集团,16.57,0.4462,0.707,0.647,0.244,0.528,0.262,0.5,0.836,0.5,0.8,0.769,0.775,0.0,3.37,3.3,1.33,34.91907218,
000576,甘化科工,7.12,0.4461,0.687,0.408,0.358,0.71,0.19,0.5,0.447,0.5,0.571,0.524,0.7,0.05,0.28,2.07,1.27,31.07297684,P32_ratio_accel
688515,裕太微-U,271.6,0.4459,0.741,0.482,0.808,0.528,0.263,0.5,0.663,0.5,0.876,0.94,0.7,0.0,13.74,20.61,2.1,217.28,P29_high_turnover
301095,广立微,98.1,0.4458,0.548,0.534,0.457,0.822,0.631,0.5,0.802,0.5,0.471,0.889,0.0,0.0,-4.29,8.55,1.31,196.47574733,
301003,江苏博云,59.25,0.4458,0.543,0.819,0.643,0.528,0.355,0.5,0.375,0.5,0.531,0.604,0.7,0.0,2.65,6.22,1.47,57.55149388,
300095,华伍股份,9.39,0.4457,0.855,0.825,0.282,0.528,0.166,0.5,0.792,0.5,0.893,0.774,0.978,-0.05,5.86,6.35,2.09,37.03652281,P32_pump_risk
603297,永新光学,117.49,0.4457,0.542,0.407,0.555,0.528,0.725,0.5,0.78,0.5,0.625,0.85,0.272,0.0,-5.93,2.98,2.0,130.33952883,
600556,天下秀,4.9,0.4456,0.773,0.585,0.551,0.759,0.15,0.5,0.442,0.5,0.6,0.187,0.7,0.0,2.94,2.94,1.18,88.57963446,
300207,欣旺达,21.26,0.4455,0.857,0.586,0.484,0.787,0.186,0.5,0.189,0.5,0.714,0.161,0.7,0.0,2.21,3.59,1.01,392.77051602,
603980,吉华集团,6.36,0.4455,0.733,0.653,0.153,0.815,0.285,0.5,0.784,0.5,0.746,0.78,0.501,0.0,8.72,7.55,2.48,43.0466017,
301528,多浦乐,93.99,0.4455,0.66,0.57,0.514,0.528,0.412,0.5,0.766,0.5,0.672,0.572,0.051,0.0,-1.05,11.32,1.23,58.17981,
001267,汇绿生态,56.39,0.4454,0.331,0.526,0.808,0.528,0.66,0.5,0.691,0.5,0.431,0.985,0.7,0.0,-2.94,9.72,1.27,442.75436192,
603912,佳力图,8.7,0.4452,0.648,0.602,0.643,0.528,0.375,0.5,0.351,0.5,0.68,0.447,0.7,0.0,0.23,3.94,1.46,47.14279875,
603610,麒盛科技,19.18,0.445,0.638,0.56,0.517,0.465,0.182,0.5,0.804,0.5,0.706,0.841,0.641,0.0,2.13,2.86,1.19,67.70379291,
301132,满坤科技,48.49,0.445,0.586,0.737,0.643,0.528,0.537,0.5,0.214,0.5,0.654,0.313,0.7,0.0,3.24,12.76,1.09,71.80702214,
603181,皇马科技,16.46,0.4448,0.517,0.768,0.503,0.815,0.373,0.5,0.787,0.5,0.433,0.767,0.0,0.0,6.95,4.32,1.5,96.90002,
300327,中颖电子,31.16,0.4447,0.796,0.706,0.595,0.528,0.161,0.5,0.105,0.5,0.848,0.121,0.7,0.0,8.19,12.07,1.98,106.3709456,
002362,汉王科技,17.55,0.4447,0.724,0.724,0.228,0.822,0.505,0.5,0.395,0.5,0.671,0.469,0.7,0.0,2.63,6.71,1.03,42.90179037,
603663,三祥新材,96.24,0.4442,0.742,0.5,0.385,0.801,0.15,0.5,0.972,0.5,0.818,0.33,0.082,0.0,10.0,6.34,1.15,407.3836794,
300579,数字认证,22.63,0.4441,0.571,0.47,0.808,0.822,0.161,0.5,0.472,0.5,0.457,0.685,0.7,0.0,0.0,2.41,1.59,61.101,
603928,兴业股份,12.18,0.4441,0.569,0.765,0.602,0.528,0.166,0.5,0.696,0.5,0.625,0.53,0.529,0.0,6.84,4.28,2.8,41.4977472,
688620,安凯微,14.38,0.444,0.764,0.818,0.131,0.528,0.23,0.5,0.793,0.5,0.819,0.775,0.195,0.0,7.07,10.32,2.21,56.3696,
300420,五洋自控,7.41,0.4439,0.841,0.533,0.268,0.528,0.436,0.5,0.201,0.5,0.953,0.829,0.7,0.0,-1.07,18.77,1.19,82.72402187,
688787,海天瑞声,160.4,0.4439,0.551,0.655,0.643,0.752,0.508,0.5,0.109,0.5,0.589,0.763,0.7,0.0,0.63,6.66,1.19,96.76158872,
688646,ST逸飞,72.55,0.4437,0.672,0.72,0.23,0.528,0.39,0.5,0.757,0.5,0.796,0.686,0.627,0.0,2.23,3.92,2.36,68.3149721,
002290,禾盛新材,87.13,0.4433,0.336,0.563,0.638,0.528,0.687,0.5,0.888,0.5,0.533,0.886,0.725,0.0,-2.31,4.91,1.48,216.18027313,
605090,九丰能源,37.18,0.4431,0.854,0.704,0.257,0.346,0.322,0.5,0.188,0.5,1.0,0.729,0.7,0.0,5.84,3.55,1.6,262.45966844,
300812,易天股份,29.55,0.4431,0.785,0.586,0.432,0.528,0.507,0.5,0.226,0.5,0.867,0.168,0.7,0.0,-0.1,10.54,1.06,57.94986672,
301626,苏州天脉,337.97,0.443,0.633,0.542,0.456,0.528,0.37,0.5,0.594,0.5,0.733,0.934,0.7,0.0,0.25,4.18,1.08,390.963696,
603052,可川科技,91.1,0.443,0.405,0.5,0.808,0.528,0.625,0.5,0.622,0.5,0.444,0.727,0.7,0.0,-4.79,4.51,1.34,171.1744239,
301152,天力锂能,26.98,0.4429,0.634,0.752,0.55,0.787,0.163,0.5,0.379,0.5,0.46,0.661,0.7,0.0,3.06,8.53,1.16,32.03605389,
301178,天亿马,44.89,0.4429,0.566,0.703,0.643,0.752,0.435,0.5,0.321,0.5,0.616,0.183,0.7,0.0,1.58,9.17,1.17,41.79450411,
002430,杭氧股份,27.6,0.4427,0.792,0.678,0.036,0.815,0.301,0.5,0.804,0.5,0.896,0.795,0.0,0.0,6.15,3.75,1.3,270.02702024,
300590,移为通信,16.38,0.4426,0.808,0.81,0.111,0.528,0.15,0.5,0.804,0.5,0.882,0.685,0.135,0.0,4.93,7.34,1.43,75.71434492,
300697,电工合金,18.64,0.4426,0.299,0.539,0.786,0.843,0.587,0.5,0.779,0.5,0.242,0.669,1.0,0.0,-1.95,8.25,1.32,80.644096,
002533,金杯电工,11.67,0.4424,0.749,0.567,0.585,0.829,0.26,0.5,0.208,0.5,0.597,0.245,0.7,0.0,3.83,2.21,1.38,85.65092194,
688011,新光光电,59.99,0.4423,0.649,0.38,0.543,0.528,0.529,0.5,0.386,0.5,0.938,0.743,0.7,0.0,-0.6,2.29,1.28,59.99,
300700,岱勒新材,23.64,0.4419,0.759,0.554,0.107,0.528,0.633,0.5,0.803,0.5,0.883,0.804,0.0,0.0,-3.71,9.49,1.4,93.85761376,
688702,盛科通信-U,319.69,0.4413,0.375,0.519,0.622,0.528,0.493,0.5,0.994,0.5,0.6,0.997,0.64,0.0,-5.14,5.9,1.24,1310.729,
603598,引力传媒,20.1,0.441,0.813,0.752,0.25,0.759,0.15,0.5,0.368,0.5,0.733,0.499,0.7,0.0,4.42,6.7,1.16,54.2062629,
688759,必贝特-U,30.18,0.4407,0.561,0.6,0.643,0.528,0.36,0.5,0.378,0.5,0.796,0.681,0.7,0.0,-1.05,7.0,1.37,135.82106308,
688508,芯朋微,88.75,0.4406,0.733,0.571,0.168,0.528,0.561,0.5,0.78,0.5,0.829,0.893,0.0,0.0,-1.5,8.52,1.35,117.52305708,
300019,硅宝科技,18.89,0.4405,0.671,0.695,0.421,0.815,0.213,0.5,0.385,0.5,0.687,0.619,0.7,0.0,4.36,4.19,1.21,74.25974463,
688589,力合微,20.69,0.4405,0.651,0.518,0.355,0.528,0.445,0.5,0.735,0.5,0.762,0.632,0.887,0.0,-0.29,3.33,1.44,30.06847037,
003033,征和工业,50.58,0.4404,0.55,0.238,0.808,0.22,0.756,0.5,0.481,0.5,0.75,0.675,0.7,0.0,-3.55,2.11,1.05,41.34915,
300808,久量股份,23.69,0.4404,0.609,0.732,0.643,0.528,0.311,0.5,0.351,0.5,0.6,0.357,0.7,0.0,4.22,3.88,2.13,37.904,
600109,国金证券,8.99,0.4403,0.894,0.551,0.525,0.85,0.15,0.5,0.196,0.5,0.368,0.121,0.7,0.0,6.52,2.07,1.36,333.11230541,
002358,森源电气,6.0,0.4403,0.708,0.505,0.643,0.829,0.15,0.5,0.312,0.5,0.583,0.456,0.7,0.0,2.92,2.34,1.04,55.78541862,
002657,中科金财,21.8,0.4399,0.977,0.472,0.471,0.752,0.15,0.5,0.921,0.5,0.959,0.137,0.0,-0.05,9.99,9.25,1.02,74.13133491,P32_pump_risk
300002,神州泰岳,7.56,0.4398,0.762,0.59,0.643,0.661,0.241,0.5,0.151,0.5,0.611,0.167,0.7,0.0,3.85,3.16,1.12,148.71834427,
000902,新洋丰,12.74,0.4398,0.695,0.599,0.208,0.78,0.243,0.5,0.839,0.5,0.591,0.849,0.766,0.0,4.86,2.29,1.63,159.85311491,
605080,浙江自然,21.22,0.4397,0.583,0.438,0.528,0.311,0.672,0.5,0.781,0.5,0.8,0.75,0.126,0.0,-3.63,3.35,1.56,30.03496625,
688339,亿华通-U,20.34,0.4396,0.58,0.506,0.797,0.787,0.201,0.5,0.438,0.5,0.397,0.521,0.7,0.0,2.16,2.25,1.17,48.92422528,
002606,大连电瓷,14.49,0.4394,0.785,0.821,0.364,0.829,0.15,0.5,0.122,0.5,0.75,0.251,0.7,0.0,3.65,8.97,1.48,63.62170958,
603637,镇海股份,20.22,0.4394,0.746,0.66,0.293,0.528,0.232,0.5,0.862,0.5,0.545,0.624,0.433,0.0,8.01,6.95,1.2,48.26228433,
002012,凯恩股份,7.42,0.4394,0.653,0.825,0.318,0.381,0.362,0.5,0.76,0.5,0.75,0.714,0.005,0.0,3.63,7.21,1.83,34.69780987,
002498,汉缆股份,7.59,0.4391,0.764,0.538,0.543,0.829,0.264,0.5,0.183,0.5,0.681,0.246,0.7,0.0,2.15,2.71,1.14,252.5038164,
003007,直真科技,41.4,0.439,0.675,0.662,0.203,0.822,0.37,0.5,0.76,0.5,0.586,0.629,0.664,0.0,1.22,4.39,1.31,49.50381899,
001218,丽臣实业,24.95,0.4389,0.495,0.718,0.457,0.815,0.369,0.5,0.758,0.5,0.343,0.664,0.899,0.0,1.18,4.6,1.55,32.47947587,
301662,宏工科技,110.41,0.4386,0.543,0.726,0.421,0.787,0.247,0.5,0.824,0.5,0.333,0.834,0.682,0.0,2.8,8.66,1.04,128.0756,
002906,华阳集团,27.84,0.4385,0.651,0.401,0.278,0.528,0.631,0.5,0.87,0.5,0.808,0.448,1.0,0.0,-4.62,3.2,1.39,146.13746101,
603444,吉比特,332.8,0.4384,0.796,0.548,0.643,0.661,0.158,0.5,0.128,0.5,0.722,0.135,0.7,0.0,2.04,2.68,1.23,239.75278413,
000608,阳光股份,7.64,0.4384,0.341,0.643,0.808,0.528,0.548,0.5,0.551,0.5,0.455,0.809,0.7,0.0,0.66,9.53,1.13,57.29337681,
603668,天马科技,12.24,0.4383,0.907,0.428,0.495,0.374,0.15,0.5,0.827,0.5,1.0,0.589,0.618,-0.04,9.97,3.24,2.69,61.90952,P32_extreme
603066,音飞储存,10.55,0.4382,0.585,0.359,0.729,0.178,0.302,0.5,0.762,0.5,0.714,0.735,1.0,0.0,-0.47,2.62,1.02,31.03599781,
300293,蓝英装备,18.25,0.4381,0.513,0.699,0.643,0.528,0.396,0.5,0.401,0.5,0.625,0.666,0.7,0.0,2.53,3.59,1.46,61.76495435,
688293,奥浦迈,38.28,0.4379,0.534,0.468,0.684,0.528,0.15,0.5,0.767,0.5,0.7,0.676,0.976,0.0,0.5,2.05,1.52,53.31331815,
002104,恒宝股份,11.46,0.4378,0.707,0.814,0.466,0.528,0.236,0.5,0.218,0.5,0.843,0.259,0.7,0.0,3.15,5.41,1.45,81.17692765,
001259,利仁科技,71.51,0.4375,0.759,0.739,0.211,0.276,0.447,0.5,0.277,0.5,1.0,0.875,0.7,0.0,3.22,11.48,1.1,52.62341381,
000593,德龙汇能,26.35,0.4374,0.722,0.737,0.149,0.346,0.302,0.5,0.942,0.5,0.714,0.91,0.316,0.0,4.56,7.88,1.09,94.49927087,
688112,鼎阳科技,68.75,0.4372,0.691,0.575,0.195,0.528,0.475,0.5,0.888,0.5,0.781,0.868,0.141,0.0,-11.87,5.86,1.67,109.72285706,
002869,金溢科技,18.86,0.4372,0.777,0.601,0.32,0.451,0.401,0.5,0.714,0.5,0.69,0.559,0.0,0.0,2.84,2.52,1.42,33.3661673,
300180,华峰超纤,4.58,0.4372,0.701,0.616,0.582,0.528,0.25,0.5,0.256,0.5,0.75,0.449,0.7,0.0,3.15,3.08,1.27,80.6565551,
300941,创识科技,15.42,0.4371,0.573,0.804,0.643,0.451,0.187,0.5,0.384,0.5,0.595,0.593,0.7,0.0,3.35,4.75,1.83,31.57245,
002123,梦网科技,7.76,0.4369,0.648,0.385,0.808,0.682,0.187,0.5,0.493,0.5,0.455,0.375,0.7,0.0,0.13,2.58,1.0,62.50079298,
603876,鼎胜新材,27.17,0.4363,0.847,0.788,0.358,0.843,0.175,0.5,0.076,0.5,0.545,0.174,0.7,0.0,7.18,5.09,1.41,252.48190177,
300401,花园生物,19.87,0.4363,0.811,0.541,0.643,0.528,0.15,0.5,0.05,0.5,1.0,0.02,0.7,0.0,19.99,15.89,1.34,108.03022639,
001216,华瓷股份,17.95,0.4363,0.417,0.799,0.6,0.465,0.651,0.5,0.794,0.5,0.235,0.431,0.517,0.0,3.16,7.3,4.69,52.40652167,
603275,众辰科技,40.67,0.4359,0.559,0.478,0.573,0.528,0.526,0.5,0.719,0.5,0.653,0.585,0.37,0.0,-2.94,4.48,1.25,60.5055118,
300541,先进数通,10.62,0.4358,0.627,0.671,0.508,0.752,0.15,0.5,0.443,0.5,0.658,0.617,0.7,0.0,3.41,3.15,1.73,45.67072505,
002245,蔚蓝锂芯,22.16,0.4353,0.968,0.656,0.485,0.787,0.232,0.5,0.221,0.5,0.968,0.037,0.7,-0.05,8.63,11.21,1.47,378.41293403,P32_pump_risk
688126,沪硅产业,33.9,0.4353,0.79,0.724,0.242,0.528,0.364,0.5,0.029,0.5,0.924,0.891,0.7,0.0,5.28,9.25,1.03,1120.40293023,
688119,中钢洛耐,5.5,0.4349,0.873,0.572,0.261,0.556,0.205,0.5,0.853,0.5,0.818,0.852,0.815,-0.04,14.35,4.96,3.79,61.875,P32_extreme
002967,广电计量,19.12,0.4349,0.564,0.313,0.808,0.304,0.508,0.5,0.478,0.5,0.615,0.78,0.7,0.0,-2.25,2.4,1.29,121.84792682,
301487,盟固利,22.55,0.4347,0.591,0.706,0.643,0.787,0.22,0.5,0.331,0.5,0.349,0.522,0.7,0.0,1.67,5.77,1.16,103.64350677,
601958,金钼股份,30.47,0.4346,0.915,0.511,0.27,0.836,0.15,0.5,0.012,0.5,0.923,0.687,0.7,0.0,10.0,6.73,1.2,983.14636068,
600732,爱旭股份,13.11,0.4346,0.918,0.509,0.254,0.808,0.401,0.5,0.912,0.5,0.774,0.737,0.0,-0.05,4.21,2.47,1.01,277.57146491,P32_pump_risk
002670,国盛证券,12.28,0.4343,0.923,0.561,0.33,0.85,0.163,0.5,0.898,0.5,0.474,0.883,0.336,-0.05,7.91,3.13,1.42,237.62839539,P32_pump_risk
920012,创达新材,71.3,0.4343,0.603,0.71,0.808,0.528,0.485,0.5,0.528,0.5,0.733,0.611,0.7,0.0,2.25,15.29,1.03,35.16329194,P29_high_turnover
688268,华特气体,219.06,0.4342,0.912,0.509,0.394,0.773,0.171,0.5,0.082,0.5,0.882,0.133,0.7,0.0,16.3,12.65,1.19,279.70027244,
301076,新瀚新材,28.82,0.4342,0.751,0.748,0.255,0.815,0.271,0.5,0.309,0.5,0.716,0.423,0.7,0.0,1.12,5.71,1.57,65.75843117,
000420,吉林化纤,4.35,0.4342,0.728,0.605,0.643,0.528,0.15,0.5,0.136,0.5,0.9,0.224,0.7,0.0,2.84,3.16,1.19,106.96077292,
301393,昊帆生物,52.0,0.4342,0.625,0.418,0.643,0.528,0.469,0.5,0.403,0.5,0.65,0.554,0.7,0.0,-1.65,3.47,1.27,56.16,
002057,中钢天源,13.4,0.4341,0.794,0.496,0.643,0.304,0.15,0.5,0.304,0.5,1.0,0.07,0.7,0.0,10.02,9.24,1.13,101.0204166,
300980,祥源新材,27.22,0.434,0.467,0.538,0.808,0.528,0.387,0.5,0.451,0.5,0.562,0.647,0.7,0.0,-0.33,4.7,1.01,37.5813469,
688757,胜科纳米,73.7,0.4339,0.686,0.551,0.522,0.304,0.38,0.5,0.906,0.5,0.769,0.06,0.095,0.0,15.34,9.65,1.39,297.24056518,
600570,恒生电子,23.57,0.4338,0.807,0.657,0.327,0.822,0.251,0.5,0.181,0.5,0.843,0.168,0.7,0.0,5.93,2.98,1.9,446.33281993,
301031,中熔电气,123.8,0.4338,0.382,0.487,0.808,0.717,0.491,0.5,0.52,0.5,0.429,0.83,0.7,0.0,-4.62,5.17,1.09,180.93908901,
603599,广信股份,10.9,0.4336,0.682,0.625,0.437,0.78,0.463,0.5,0.253,0.5,0.545,0.412,0.7,0.0,4.81,2.6,1.53,99.21935861,
301256,华融化学,11.9,0.4336,0.691,0.64,0.589,0.801,0.15,0.5,0.279,0.5,0.545,0.287,0.7,0.0,5.68,2.78,1.6,57.12,
603400,华之杰,58.41,0.4336,0.487,0.575,0.808,0.528,0.209,0.5,0.496,0.5,0.578,0.686,0.7,0.0,-5.16,7.8,1.65,58.41,
688479,友车科技,38.78,0.4335,0.521,0.823,0.491,0.822,0.39,0.5,0.729,0.5,0.271,0.512,0.0,0.0,3.39,5.15,1.49,78.07358681,
600756,浪潮软件,13.6,0.4332,0.542,0.675,0.643,0.752,0.35,0.5,0.336,0.5,0.548,0.366,0.7,0.0,2.03,3.51,1.77,47.54951041,
688187,时代电气,60.46,0.433,0.59,0.588,0.643,0.626,0.661,0.5,0.202,0.5,0.2,0.559,0.7,0.0,3.0,2.54,1.35,814.82112014,
000695,滨海能源,14.1,0.433,0.628,0.565,0.348,0.787,0.372,0.5,0.819,0.5,0.413,0.701,0.492,0.0,-0.49,7.97,1.06,32.6770516,
600460,士兰微,44.8,0.4326,0.354,0.776,0.808,0.528,0.503,0.5,0.65,0.5,0.448,0.005,0.7,0.0,7.1,11.1,1.32,745.50418656,
600178,东安动力,9.98,0.4323,0.938,0.536,0.363,0.528,0.15,0.5,0.883,0.5,0.975,0.723,0.136,-0.05,10.03,5.83,1.32,46.55432087,P32_pump_risk
001365,天海电子,43.82,0.4321,0.661,0.51,0.695,0.528,0.523,0.5,0.629,0.5,0.85,0.88,0.7,0.0,-0.9,21.53,1.82,230.055,P29_high_turnover
688510,航亚科技,26.02,0.432,0.757,0.449,0.499,0.528,0.402,0.5,0.293,0.5,0.85,0.277,0.7,0.0,-1.03,3.56,1.22,67.6318626,
301221,光庭信息,30.1,0.4318,0.651,0.547,0.643,0.528,0.184,0.5,0.413,0.5,0.717,0.435,0.7,0.0,-0.17,3.44,1.61,39.55148428,
002577,雷柏科技,19.39,0.4318,0.504,0.563,0.584,0.451,0.506,0.5,0.816,0.5,0.381,0.767,0.432,0.0,-0.67,3.97,1.84,54.4254032,
601375,中原证券,4.13,0.4317,0.703,0.565,0.513,0.85,0.208,0.5,0.583,0.5,0.053,0.558,0.7,0.0,4.82,2.58,1.23,191.75113811,
002357,富临运业,9.84,0.4317,0.47,0.382,0.808,0.227,0.711,0.5,0.516,0.5,0.5,0.768,0.7,0.0,-2.57,3.4,1.22,30.84732114,
688717,艾罗能源,92.14,0.4317,0.56,0.789,0.643,0.808,0.365,0.5,0.114,0.5,0.548,0.135,0.7,0.0,3.31,6.59,1.33,147.424,
603800,洪田股份,76.69,0.4317,0.37,0.494,0.808,0.528,0.698,0.5,0.578,0.5,0.339,0.648,0.7,0.0,-4.87,5.9,1.12,159.5152,
300348,长亮科技,10.08,0.4316,0.563,0.792,0.643,0.822,0.229,0.5,0.238,0.5,0.443,0.289,0.7,0.0,5.55,4.6,1.83,82.04762462,
300485,赛升药业,8.19,0.4315,0.755,0.5,0.543,0.528,0.15,0.5,0.362,0.5,0.8,0.429,0.7,0.0,0.49,2.44,1.53,39.44847816,
603001,奥康国际,12.72,0.4313,0.506,0.825,0.643,0.255,0.394,0.5,0.269,0.5,0.688,0.702,0.7,0.0,6.98,11.06,1.96,51.004656,
301356,天振股份,28.73,0.4312,0.901,0.465,0.355,0.465,0.15,0.5,0.853,0.5,0.941,0.798,0.541,-0.04,20.01,9.91,6.92,62.0568,P32_extreme
688400,凌云光,68.21,0.4312,0.662,0.592,0.133,0.528,0.45,0.5,0.925,0.5,0.804,0.933,0.267,0.0,-1.27,6.6,1.39,326.88305243,
300611,美力科技,25.43,0.4312,0.565,0.47,0.643,0.528,0.613,0.5,0.356,0.5,0.692,0.364,0.7,0.0,-2.64,4.18,1.33,53.67629112,
688680,海优新材,45.12,0.431,0.523,0.614,0.643,0.808,0.196,0.5,0.432,0.5,0.645,0.561,0.7,0.0,1.17,3.43,1.47,44.02401625,
601888,中国中免,56.79,0.4309,0.833,0.628,0.643,0.577,0.168,0.5,0.019,0.5,0.5,0.017,0.7,0.0,2.64,3.07,1.33,1179.98071413,
300550,和仁科技,14.22,0.4309,0.615,0.478,0.396,0.822,0.691,0.5,0.394,0.5,0.514,0.571,0.7,0.0,-4.88,4.22,1.35,37.33605205,
002590,万安科技,10.71,0.4308,0.683,0.339,0.643,0.528,0.477,0.5,0.304,0.5,0.767,0.362,0.7,0.0,-1.83,2.13,1.47,55.59052029,
000036,华联控股,4.97,0.4308,0.514,0.425,0.808,0.528,0.257,0.5,0.492,0.5,0.727,0.62,0.7,0.0,1.43,2.02,1.07,69.76979063,
301366,一博科技,55.04,0.4305,0.612,0.505,0.605,0.528,0.731,0.5,0.94,0.5,0.692,0.75,0.544,0.0,-1.4,14.97,1.02,115.32872503,P29_high_turnover
920249,利尔达,8.84,0.4305,0.595,0.679,0.643,0.528,0.208,0.5,0.325,0.5,0.725,0.416,0.7,0.0,1.49,5.51,1.08,37.272092,
002785,万里石,41.26,0.4304,0.726,0.626,0.13,0.556,0.5,0.5,0.85,0.5,0.636,0.791,0.0,0.0,0.93,4.71,1.09,93.50328616,
300619,金银河,40.29,0.4304,0.601,0.69,0.643,0.787,0.158,0.5,0.359,0.5,0.381,0.415,0.7,0.0,2.16,4.2,1.27,70.10446221,
300272,开能健康,5.61,0.4303,0.471,0.418,0.808,0.276,0.526,0.5,0.459,0.5,0.8,0.659,0.7,0.0,-3.77,3.11,1.78,34.30343738,
688239,航宇科技,58.49,0.43,0.573,0.474,0.643,0.528,0.555,0.5,0.42,0.5,0.7,0.255,0.7,0.0,-0.73,4.1,1.05,111.66469201,
002530,金财互联,7.57,0.4299,0.741,0.654,0.422,0.528,0.398,0.5,0.214,0.5,0.758,0.247,0.7,0.0,4.85,3.23,1.39,58.98530185,
000973,佛塑科技,16.19,0.4295,0.809,0.735,0.309,0.528,0.189,0.5,0.239,0.5,1.0,0.137,0.7,0.0,5.75,9.18,1.08,397.98853242,
301133,金钟股份,39.6,0.4295,0.548,0.625,0.643,0.528,0.237,0.5,0.366,0.5,0.742,0.69,0.7,0.0,1.54,3.37,1.45,48.1007831,
603701,德宏股份,22.33,0.4294,0.861,0.438,0.495,0.528,0.443,0.5,0.477,0.5,0.925,0.689,0.7,-0.05,-6.49,3.35,1.54,58.36211249,P32_pump_risk
688779,五矿新能,9.18,0.4293,0.767,0.536,0.498,0.787,0.189,0.5,0.353,0.5,0.556,0.175,0.7,0.0,4.2,2.3,1.2,177.10238866,
300686,智动力,20.04,0.4292,0.394,0.724,0.808,0.528,0.416,0.5,0.446,0.5,0.467,0.399,0.7,0.0,3.57,6.72,1.03,52.22909369,
300031,宝通科技,31.49,0.4292,0.353,0.756,0.483,0.661,0.462,0.5,0.948,0.5,0.167,0.918,0.864,0.0,2.84,12.01,1.18,131.86333426,
688039,当虹科技,43.95,0.4291,0.769,0.461,0.219,0.752,0.434,0.5,0.43,0.5,0.808,0.609,0.7,0.0,-0.11,3.09,1.22,48.60932585,
300068,ST南都,4.45,0.4291,0.698,0.74,0.376,0.787,0.423,0.5,0.21,0.5,0.492,0.28,0.7,0.0,7.23,11.18,1.21,39.97734481,
603669,灵康药业,5.05,0.429,0.78,0.587,0.226,0.528,0.15,0.5,0.801,0.5,0.898,0.718,0.014,0.0,4.12,3.02,1.16,35.972685,
300501,海顺新材,14.7,0.4289,0.727,0.575,0.365,0.528,0.15,0.5,0.732,0.5,0.8,0.604,0.246,0.0,10.78,10.94,3.43,40.89285631,
603578,三星新材,13.97,0.4289,0.648,0.595,0.575,0.528,0.164,0.5,0.359,0.5,0.933,0.359,0.7,0.0,6.89,3.3,1.09,32.69826079,
300193,佳士科技,8.43,0.4288,0.731,0.638,0.261,0.528,0.352,0.5,0.724,0.5,0.742,0.59,0.016,0.0,3.31,3.55,1.19,40.14785856,
600851,海欣股份,8.84,0.4288,0.592,0.516,0.616,0.528,0.15,0.5,0.816,0.5,0.714,0.27,0.607,0.0,9.95,6.41,5.56,106.70381157,
002317,众生药业,22.12,0.4287,0.774,0.575,0.116,0.192,0.447,0.5,0.922,0.5,0.923,0.791,0.112,0.0,-3.41,6.73,1.51,188.00462151,
002458,益生股份,8.3,0.4286,0.663,0.557,0.348,0.514,0.263,0.5,0.784,0.5,0.667,0.704,0.639,0.0,1.22,2.74,1.46,118.78902224,
300288,朗玛信息,9.59,0.4284,0.563,0.611,0.643,0.752,0.192,0.5,0.383,0.5,0.603,0.488,0.7,0.0,2.24,2.6,1.63,32.40858045,
