代码,名称,最新价,综合得分,资金得分,趋势得分,启动得分,板块得分,位置得分,分析师得分,多日得分,技术面得分,行业内得分,融资得分,加速度得分,占比趋势得分,涨跌幅,换手率,量比,总市值,触发信号
301220,亚香股份,34.59,0.3925,0.442,0.391,0.559,0.815,0.569,0.5,0.403,0.5,0.328,0.497,0.7,0.0,-3.11,2.79,1.67,39.00743356,
300877,金春股份,29.94,0.3923,0.604,0.727,0.195,0.563,0.234,0.5,0.367,0.5,0.833,0.522,0.7,0.0,5.09,3.82,2.24,35.928,
688030,山石网科,17.11,0.3921,0.635,0.495,0.214,0.822,0.378,0.5,0.411,0.5,0.5,0.596,0.7,0.0,0.65,2.86,1.27,30.83835701,
301257,普蕊斯,40.65,0.3918,0.565,0.558,0.413,0.654,0.25,0.5,0.414,0.5,0.517,0.509,0.7,0.0,0.67,3.02,1.5,32.11543901,
300079,数码视讯,4.56,0.3918,0.546,0.456,0.638,0.752,0.213,0.5,0.219,0.5,0.575,0.23,0.7,0.0,1.11,2.58,1.08,65.02687963,
300623,捷捷微电,38.41,0.3917,0.385,0.794,0.562,0.528,0.613,0.5,0.1,0.5,0.61,0.079,0.7,0.0,2.45,7.5,1.37,319.60189689,
000875,电投绿能,5.52,0.3912,0.541,0.523,0.643,0.528,0.19,0.5,0.094,0.5,0.65,0.574,0.7,0.0,1.1,2.52,1.42,200.22533856,
300407,凯发电气,11.89,0.391,0.333,0.676,0.643,0.829,0.201,0.5,0.4,0.5,0.389,0.581,0.7,0.0,2.94,3.21,1.55,41.17354951,
000570,苏常柴Ａ,5.04,0.3906,0.669,0.486,0.314,0.528,0.206,0.5,0.391,0.5,0.758,0.514,0.7,0.0,0.0,2.83,1.41,35.56690235,
300369,绿盟科技,5.9,0.3906,0.473,0.645,0.643,0.822,0.222,0.5,0.209,0.5,0.343,0.191,0.7,0.0,2.25,3.26,1.4,47.82669133,
301439,泓淋电力,17.44,0.3903,0.298,0.64,0.596,0.829,0.273,0.5,0.561,0.5,0.236,0.819,0.7,0.0,1.1,9.81,1.0,67.85935549,
300259,新天科技,5.37,0.3901,0.481,0.468,0.643,0.528,0.582,0.5,0.225,0.5,0.438,0.205,0.7,0.0,-4.11,4.57,1.17,62.02914038,
301502,华阳智能,87.1,0.3899,0.3,0.771,0.618,0.528,0.252,0.5,0.431,0.5,0.529,0.681,0.7,0.0,2.11,7.37,1.35,49.7197285,
002997,瑞鹄模具,30.29,0.3899,0.3,0.317,0.808,0.528,0.467,0.5,0.517,0.5,0.425,0.835,0.7,0.0,-1.56,2.9,1.0,63.40342934,
300062,中能电气,6.2,0.3898,0.498,0.682,0.481,0.829,0.228,0.5,0.223,0.5,0.486,0.342,0.7,0.0,1.97,4.36,1.22,39.05611694,
301260,格力博,14.85,0.3898,0.373,0.398,0.643,0.528,0.688,0.5,0.348,0.5,0.518,0.513,0.7,0.0,-3.63,2.88,1.77,71.77828789,
688707,振华新材,14.43,0.3898,0.386,0.688,0.643,0.787,0.15,0.5,0.317,0.5,0.286,0.66,0.7,0.0,2.85,3.61,1.4,73.41121158,
600638,新黄浦,4.9,0.3896,0.332,0.371,0.808,0.528,0.317,0.5,0.459,0.5,0.545,0.747,0.7,0.0,-0.61,2.53,1.15,32.99644251,
688292,浩瀚深度,20.48,0.3894,0.55,0.25,0.643,0.451,0.506,0.5,0.363,0.5,0.405,0.546,0.7,0.0,-2.66,2.03,1.14,32.43027476,
300190,维尔利,4.08,0.3894,0.389,0.29,0.561,0.689,0.51,0.5,0.782,0.5,0.4,0.813,0.305,0.0,-2.39,2.86,1.0,38.68203324,
688068,热景生物,80.4,0.3893,0.552,0.67,0.643,0.171,0.15,0.5,0.204,0.5,0.714,0.333,0.7,0.0,3.7,3.34,1.42,74.57430926,
300311,ST任子行,5.14,0.3893,0.266,0.396,0.808,0.822,0.492,0.5,0.455,0.5,0.214,0.624,0.7,0.0,-1.15,2.39,1.46,34.62458971,
301018,申菱环境,109.9,0.3893,0.22,0.541,0.418,0.528,0.762,0.5,0.989,0.5,0.086,0.988,0.846,0.0,-5.51,8.18,1.34,411.33519156,
300609,汇纳科技,33.03,0.3888,0.397,0.518,0.643,0.752,0.504,0.5,0.206,0.5,0.479,0.318,0.7,0.0,-2.1,4.65,1.37,39.67378203,
688711,宏微科技,38.62,0.3886,0.31,0.554,0.66,0.528,0.771,0.5,0.863,0.5,0.543,0.924,0.844,0.0,-4.26,13.76,1.4,82.29645017,P29_high_turnover
301565,中仑新材,29.7,0.3884,0.628,0.733,0.643,0.528,0.277,0.5,0.452,0.5,0.688,0.258,0.7,0.0,3.63,14.36,1.07,118.80297,P29_high_turnover
001306,夏厦精密,59.73,0.3882,0.593,0.575,0.193,0.528,0.546,0.5,0.389,0.5,0.641,0.511,0.7,0.0,-5.04,8.61,1.64,37.54066338,
002467,二六三,5.23,0.388,0.532,0.561,0.643,0.682,0.249,0.5,0.168,0.5,0.364,0.234,0.7,0.0,0.77,3.65,1.24,71.93194896,
688171,纬德信息,47.78,0.3877,0.799,0.287,0.355,0.822,0.643,0.5,0.356,0.5,0.657,0.442,0.7,-0.05,-1.83,2.67,1.02,40.02693052,P32_pump_risk
600539,狮头股份,14.86,0.3877,0.507,0.724,0.505,0.591,0.171,0.5,0.296,0.5,0.545,0.275,0.7,0.0,2.91,8.67,1.03,34.178,
300913,兆龙互连,58.3,0.3877,0.479,0.524,0.619,0.528,0.516,0.5,0.15,0.5,0.569,0.186,0.7,0.0,-1.07,5.46,1.02,199.84139296,
300567,精测电子,213.8,0.3877,0.27,0.552,0.61,0.528,0.5,0.5,0.923,0.5,0.141,0.603,0.571,0.0,-0.03,4.7,1.0,598.09695228,
605287,德才股份,43.14,0.3875,0.292,0.378,0.808,0.36,0.573,0.5,0.507,0.5,0.333,0.777,0.7,0.0,-1.24,3.26,1.06,60.396,
688065,凯赛生物,50.7,0.3874,0.598,0.39,0.643,0.815,0.18,0.5,0.169,0.5,0.463,0.171,0.7,0.0,14.47,2.78,2.98,365.69392556,
300840,酷特智能,20.36,0.3873,0.383,0.508,0.622,0.255,0.589,0.5,0.387,0.5,0.562,0.64,0.7,0.0,-5.35,4.48,1.39,48.864,
603489,八方股份,32.04,0.3872,0.472,0.327,0.532,0.528,0.421,0.5,0.467,0.5,0.706,0.65,0.7,0.0,-2.88,2.02,1.96,75.17160047,
688117,圣诺生物,24.01,0.3869,0.515,0.423,0.643,0.528,0.242,0.5,0.284,0.5,0.6,0.493,0.7,0.0,1.22,2.08,1.09,52.9037226,
688648,中邮科技,35.78,0.3868,0.417,0.402,0.643,0.528,0.538,0.5,0.256,0.5,0.571,0.583,0.7,0.0,-2.53,3.51,1.27,48.6608,
300762,上海瀚讯,39.8,0.3868,0.401,0.472,0.643,0.528,0.536,0.5,0.279,0.5,0.719,0.213,0.7,0.0,-2.69,7.38,1.02,249.93037726,
001376,百通能源,11.7,0.3866,0.64,0.647,0.241,0.528,0.206,0.5,0.289,0.5,0.75,0.562,0.7,0.0,1.04,6.86,1.05,53.9253,
300730,科创信息,14.33,0.3865,0.493,0.652,0.346,0.822,0.403,0.5,0.36,0.5,0.3,0.526,0.7,0.0,0.28,7.45,1.27,34.55521111,
301468,博盈特焊,51.45,0.3864,0.225,0.804,1.0,0.528,0.186,0.5,0.827,0.5,0.156,0.932,1.0,0.0,5.24,17.7,1.4,87.02666658,P29_high_turnover
603936,博敏电子,28.42,0.3864,0.214,0.56,0.534,0.528,0.528,0.5,0.97,0.5,0.346,0.977,0.278,0.0,-0.8,11.87,1.12,183.40790274,
688691,灿芯股份,101.5,0.3863,0.333,0.515,0.643,0.528,0.608,0.5,0.255,0.5,0.619,0.496,0.7,0.0,-4.77,10.84,1.22,121.8,
688378,奥来德,57.65,0.3859,0.344,0.651,0.38,0.528,0.662,0.5,0.485,0.5,0.375,0.839,0.7,0.0,1.18,7.14,1.03,150.71160705,
688639,华恒生物,21.0,0.3858,0.667,0.475,0.365,0.815,0.15,0.5,0.232,0.5,0.567,0.408,0.7,0.0,0.62,2.39,1.37,52.52429553,
688790,昂瑞微-UW,127.7,0.3858,0.221,0.511,0.494,0.528,0.61,0.5,0.777,0.5,0.581,0.652,1.0,0.0,-4.35,8.06,1.2,127.10196558,
603633,徕木股份,7.86,0.3857,0.627,0.502,0.324,0.528,0.453,0.5,0.273,0.5,0.667,0.302,0.7,0.0,-2.6,5.63,1.16,33.54733029,
300875,捷强装备,30.94,0.3855,0.52,0.502,0.643,0.71,0.176,0.5,0.257,0.5,0.429,0.283,0.7,0.0,0.85,3.35,1.06,30.88887196,
603190,亚通精工,24.82,0.3852,0.493,0.47,0.301,0.528,0.432,0.5,0.712,0.5,0.642,0.637,0.562,0.0,-1.94,4.39,1.23,30.910828,
002406,远东传动,7.24,0.3843,0.53,0.561,0.643,0.528,0.19,0.5,0.13,0.5,0.667,0.19,0.7,0.0,0.42,4.48,1.01,52.86829594,
002279,久其软件,6.47,0.3842,0.465,0.556,0.643,0.822,0.233,0.5,0.203,0.5,0.371,0.274,0.7,0.0,1.57,3.57,1.04,55.78478455,
301237,和顺科技,61.94,0.3842,0.347,0.571,0.535,0.528,0.476,0.5,0.729,0.5,0.375,0.661,0.166,0.0,-12.08,6.03,1.48,49.552,
002860,星帅尔,14.16,0.3841,0.251,0.476,0.451,0.528,0.776,0.5,0.85,0.5,0.333,0.864,0.459,0.0,-2.75,5.79,1.04,49.86374843,
002562,兄弟科技,4.77,0.3838,0.593,0.672,0.26,0.815,0.242,0.5,0.305,0.5,0.522,0.309,0.7,0.0,2.8,3.22,1.48,54.51260544,
688500,慧辰股份,49.18,0.3838,0.282,0.564,0.598,0.752,0.621,0.5,0.328,0.5,0.301,0.642,0.7,0.0,-5.53,5.76,1.45,37.36808432,
300226,上海钢联,17.44,0.3836,0.501,0.687,0.41,0.822,0.211,0.5,0.314,0.5,0.357,0.447,0.7,0.0,3.69,3.34,1.5,66.70201913,
300227,光韵达,11.31,0.3835,0.684,0.771,0.227,0.528,0.183,0.5,0.108,0.5,0.837,0.124,0.7,0.0,4.92,7.58,1.25,67.40436432,
301017,漱玉平民,13.09,0.3835,0.464,0.506,0.585,0.283,0.359,0.5,0.483,0.5,0.429,0.641,0.7,0.0,-0.08,3.33,1.33,53.09397266,
300982,苏文电能,17.01,0.3833,0.698,0.411,0.333,0.647,0.282,0.5,0.297,0.5,0.5,0.412,0.7,0.0,0.77,2.21,1.1,35.20477133,
603010,万盛股份,13.81,0.3833,0.392,0.439,0.643,0.815,0.437,0.5,0.346,0.5,0.284,0.463,0.7,0.0,0.58,2.75,1.07,80.79268346,
300856,科思股份,11.26,0.383,0.646,0.482,0.3,0.43,0.232,0.5,0.316,0.5,0.714,0.792,0.7,0.0,1.99,2.25,1.1,53.56238131,
300779,惠城环保,58.97,0.383,0.292,0.5,0.504,0.689,0.534,0.5,0.881,0.5,0.133,0.927,0.208,0.0,-3.71,5.5,1.15,175.31067522,
002161,远 望 谷,6.01,0.3829,0.276,0.448,0.455,0.717,0.484,0.5,0.825,0.5,0.381,0.734,1.0,0.0,-1.31,4.12,1.07,44.45941974,
300121,阳谷华泰,13.25,0.3827,0.753,0.483,0.35,0.605,0.17,0.5,0.106,0.5,0.6,0.311,0.7,0.0,10.69,8.82,1.07,58.99385043,
001311,多利科技,17.57,0.3822,0.512,0.438,0.585,0.528,0.426,0.5,0.224,0.5,0.575,0.281,0.7,0.0,-1.01,3.29,1.27,70.92343694,
688018,乐鑫科技,123.11,0.3821,0.159,0.434,0.808,0.528,0.525,0.5,0.572,0.5,0.343,0.941,0.7,0.0,-3.79,3.74,1.33,288.55052527,
920139,华岭股份,17.05,0.3818,0.488,0.473,0.499,0.528,0.271,0.5,0.396,0.5,0.705,0.519,0.7,0.0,1.49,2.27,1.18,45.95101034,
300230,永利股份,4.49,0.3818,0.325,0.403,0.583,0.528,0.427,0.5,0.699,0.5,0.5,0.524,1.0,0.0,-1.1,2.34,1.5,36.5132835,
002996,顺博合金,6.39,0.3812,0.379,0.58,0.643,0.843,0.189,0.5,0.32,0.5,0.364,0.482,0.7,0.0,1.91,2.94,1.31,42.77701382,
600288,大恒科技,13.01,0.3811,0.61,0.393,0.206,0.822,0.516,0.5,0.364,0.5,0.486,0.555,0.7,0.0,-0.99,2.38,1.41,56.82768,
301399,英特科技,17.62,0.3811,0.452,0.575,0.312,0.528,0.689,0.5,0.406,0.5,0.477,0.503,0.7,0.0,-3.08,7.0,1.61,32.600524,
300181,佐力药业,12.88,0.381,0.753,0.507,0.366,0.192,0.173,0.5,0.264,0.5,0.692,0.349,0.7,0.0,0.39,2.59,1.76,90.33868875,
600783,鲁信创投,21.39,0.3807,0.285,0.679,0.532,0.528,0.365,0.5,0.868,0.5,0.25,0.753,0.145,0.0,1.23,5.65,1.15,159.21845299,
002728,特一药业,8.02,0.3806,0.626,0.448,0.569,0.192,0.253,0.5,0.35,0.5,0.462,0.402,0.7,0.0,-0.12,2.22,1.58,41.16744692,
301551,无线传媒,22.1,0.3803,0.602,0.655,0.355,0.57,0.15,0.5,0.315,0.5,0.5,0.414,0.7,0.0,3.32,3.83,1.16,88.40221,
301558,三态股份,6.66,0.3803,0.485,0.543,0.279,0.591,0.192,0.5,0.704,0.5,0.636,0.564,1.0,0.0,1.06,3.3,1.22,52.53749145,
002686,亿利达,5.65,0.38,0.48,0.445,0.643,0.528,0.242,0.5,0.309,0.5,0.586,0.379,0.7,0.0,-0.18,2.38,1.44,31.99251101,
688593,新相微,30.43,0.3799,0.272,0.487,0.724,0.528,0.387,0.5,0.513,0.5,0.514,0.553,0.7,0.0,-8.23,4.77,1.18,139.83480007,
300904,威力传动,45.25,0.3798,0.646,0.682,0.193,0.164,0.295,0.5,0.377,0.5,0.824,0.51,0.7,0.0,1.0,4.93,1.25,32.75341248,
000782,恒申新材,7.77,0.3794,0.407,0.825,0.382,0.528,0.314,0.5,0.343,0.5,0.4,0.699,0.7,0.0,5.86,8.05,1.57,53.34738325,
688106,金宏气体,32.81,0.3794,0.315,0.639,0.643,0.773,0.44,0.5,0.073,0.5,0.176,0.907,0.7,0.0,8.39,11.12,1.28,175.65978175,
300881,盛德鑫泰,41.8,0.3793,0.389,0.53,0.643,0.325,0.474,0.5,0.285,0.5,0.5,0.608,0.7,0.0,-2.72,5.71,1.29,45.98,
688720,艾森股份,84.15,0.3791,0.346,0.475,0.643,0.528,0.536,0.5,0.377,0.5,0.629,0.22,0.7,0.0,-1.98,10.99,1.03,103.44479894,
301202,朗威股份,36.09,0.3789,0.518,0.532,0.15,0.528,0.493,0.5,0.707,0.5,0.686,0.557,0.517,0.0,-2.46,5.53,1.3,49.22676,
300442,润泽科技,86.0,0.3788,0.204,0.601,0.439,0.682,0.774,0.5,0.67,0.5,0.045,0.952,0.7,0.0,0.96,3.37,1.49,1411.47208718,
002403,爱仕达,9.27,0.3787,0.548,0.253,0.585,0.276,0.519,0.5,0.354,0.5,0.6,0.462,0.7,0.0,-3.94,2.34,1.03,31.57719627,
001319,铭科精技,21.3,0.3787,0.387,0.575,0.446,0.528,0.63,0.5,0.369,0.5,0.5,0.436,0.7,0.0,-5.84,6.93,1.62,30.1182,
300912,凯龙高科,26.55,0.3785,0.201,0.5,0.808,0.528,0.483,0.5,0.446,0.5,0.333,0.698,0.7,0.0,-2.89,7.09,1.15,30.2364144,
603223,恒通股份,10.37,0.3784,0.3,0.775,0.374,0.507,0.444,0.5,0.788,0.5,0.286,0.692,0.466,0.0,2.07,4.69,2.56,73.19376141,
688410,山外山,14.19,0.3774,0.484,0.318,0.627,0.171,0.468,0.5,0.321,0.5,0.657,0.71,0.7,0.0,-2.21,2.41,1.31,45.35132826,
688059,华锐精密,211.7,0.3774,0.312,0.756,0.643,0.528,0.711,0.5,0.072,0.5,0.273,0.117,0.7,0.0,2.81,5.95,1.18,211.67198786,
688001,华兴源创,79.5,0.3774,0.225,0.397,0.59,0.528,0.518,0.5,0.88,0.5,0.094,0.968,1.0,0.0,-1.96,3.61,1.2,374.89466711,
300633,开立医疗,18.87,0.3768,0.602,0.311,0.292,0.171,0.346,0.5,0.796,0.5,0.771,0.698,0.553,0.0,-0.94,2.23,1.07,80.16683719,
000815,美利云,17.75,0.3764,0.431,0.759,0.274,0.752,0.472,0.5,0.434,0.5,0.329,0.305,0.7,0.0,4.04,11.12,1.19,123.40918871,
300123,ST亚光,4.03,0.3763,0.481,0.429,0.604,0.528,0.348,0.5,0.16,0.5,0.844,0.179,0.7,0.0,-0.74,3.57,1.05,41.17991516,
300887,谱尼测试,7.66,0.3762,0.484,0.428,0.643,0.304,0.456,0.5,0.313,0.5,0.385,0.418,0.7,0.0,-2.17,3.23,1.55,41.80347052,
603375,盛景微,48.9,0.3762,0.406,0.554,0.445,0.528,0.386,0.5,0.388,0.5,0.667,0.613,0.7,0.0,-1.19,6.51,1.19,49.22600016,
688218,江苏北人,54.8,0.3762,0.334,0.561,0.471,0.528,0.351,0.5,0.841,0.5,0.469,0.84,0.0,0.0,-0.36,5.45,1.01,63.82848522,
002369,卓翼科技,5.89,0.3761,0.612,0.425,0.294,0.528,0.411,0.5,0.351,0.5,0.622,0.466,0.7,0.0,-1.51,3.41,1.29,33.39372489,
003036,泰坦股份,96.83,0.3761,0.311,0.494,0.529,0.528,0.352,0.5,0.945,0.5,0.25,0.949,0.131,0.0,-1.99,6.43,1.12,209.43490259,
300363,博腾股份,14.27,0.3759,0.452,0.441,0.643,0.654,0.189,0.5,0.315,0.5,0.379,0.611,0.7,0.0,-0.07,2.57,1.32,77.54919852,
301141,中科磁业,50.44,0.3756,0.514,0.632,0.149,0.745,0.228,0.5,0.82,0.5,0.308,0.777,0.365,0.0,0.88,8.94,1.02,62.56204596,
300466,赛摩智能,7.54,0.3751,0.443,0.369,0.643,0.528,0.317,0.5,0.358,0.5,0.555,0.471,0.7,0.0,-0.4,2.05,1.27,40.37895506,
300716,*ST泉为,21.1,0.3751,0.357,0.493,0.643,0.528,0.441,0.5,0.291,0.5,0.469,0.563,0.7,0.0,-2.0,4.61,1.27,33.76422,
002628,成都路桥,4.93,0.375,0.375,0.522,0.643,0.647,0.312,0.5,0.355,0.5,0.25,0.614,0.7,0.0,0.2,3.77,1.16,37.32505046,
300930,屹通新材,36.99,0.3746,0.733,0.825,0.297,0.745,0.349,0.5,0.227,0.5,0.538,0.448,0.7,0.0,4.49,15.31,1.59,36.99,P29_high_turnover
001400,江顺科技,107.01,0.3746,0.464,0.513,0.527,0.528,0.379,0.5,0.387,0.5,0.464,0.263,0.7,0.0,-8.67,8.09,1.21,89.8884,
600746,江苏索普,5.64,0.3744,0.504,0.336,0.643,0.801,0.18,0.5,0.35,0.5,0.273,0.43,0.7,0.0,-2.42,2.13,2.1,65.86633866,
002139,拓邦股份,9.93,0.3744,0.416,0.397,0.643,0.528,0.321,0.5,0.298,0.5,0.511,0.695,0.7,0.0,0.51,2.24,1.09,123.81071431,
300853,申昊科技,32.36,0.3743,0.499,0.701,0.643,0.829,0.214,0.5,0.304,0.5,0.528,0.867,0.7,0.0,7.19,16.08,1.01,47.55270999,P29_high_turnover
920111,聚星科技,35.02,0.3743,0.356,0.569,0.401,0.829,0.452,0.5,0.51,0.5,0.278,0.627,0.7,0.0,-0.79,7.58,1.16,54.3351059,
300945,曼卡龙,12.22,0.3742,0.625,0.715,0.196,0.542,0.189,0.5,0.365,0.5,0.5,0.408,0.7,0.0,3.12,4.14,1.32,32.02515306,
301622,英思特,56.09,0.3742,0.271,0.42,0.643,0.745,0.781,0.5,0.321,0.5,0.192,0.474,0.7,0.0,-3.53,4.06,1.14,65.02619149,
301535,浙江华远,14.11,0.3736,0.471,0.335,0.48,0.528,0.527,0.5,0.374,0.5,0.625,0.45,0.7,0.0,-1.26,2.53,1.15,60.00900005,
300403,汉宇集团,10.28,0.3736,0.477,0.345,0.391,0.528,0.53,0.5,0.441,0.5,0.733,0.478,0.7,0.0,-2.1,3.06,1.18,61.9884,
002918,蒙娜丽莎,11.11,0.3736,0.391,0.515,0.521,0.465,0.412,0.5,0.531,0.5,0.176,0.837,0.7,0.0,-2.8,12.34,1.22,45.41989233,
002919,名臣健康,20.17,0.3734,0.434,0.698,0.395,0.661,0.517,0.5,0.232,0.5,0.222,0.458,0.7,0.0,2.49,3.48,1.91,53.67964451,
603613,国联股份,19.93,0.3727,0.392,0.568,0.643,0.591,0.191,0.5,0.146,0.5,0.455,0.797,0.7,0.0,1.53,2.56,1.65,143.60318613,
688333,铂力特,106.0,0.3725,0.066,0.62,0.808,0.528,0.52,0.5,0.665,0.5,0.016,0.851,0.7,0.0,-1.19,10.01,1.75,290.78150444,
688327,云从科技-UW,14.46,0.3724,0.406,0.661,0.455,0.752,0.335,0.5,0.13,0.5,0.342,0.782,0.7,0.0,1.33,5.12,1.04,150.38043257,
603115,海星股份,114.48,0.3724,0.182,0.642,0.644,0.528,0.658,0.5,0.615,0.5,0.308,0.14,0.7,0.0,-0.19,4.6,1.55,276.91612992,
300880,迦南智能,25.85,0.3723,0.257,0.762,0.643,0.829,0.392,0.5,0.267,0.5,0.208,0.214,0.7,0.0,7.22,8.52,1.31,50.44298688,
002605,姚记科技,18.56,0.3721,0.527,0.428,0.643,0.661,0.15,0.5,0.262,0.5,0.333,0.298,0.7,0.0,1.2,2.0,1.15,77.49787503,
300559,佳发教育,10.9,0.372,0.531,0.318,0.323,0.822,0.546,0.5,0.329,0.5,0.4,0.61,0.7,0.0,-2.59,2.56,1.25,43.5470878,
920978,开特股份,21.93,0.372,0.472,0.372,0.447,0.528,0.499,0.5,0.439,0.5,0.533,0.469,0.7,0.0,-2.1,2.74,1.43,39.48024303,
603390,通达电气,11.67,0.3718,0.397,0.301,0.643,0.528,0.469,0.5,0.343,0.5,0.542,0.573,0.7,0.0,-1.35,2.2,1.14,41.03778653,
603499,DR翔港科,14.75,0.3716,0.286,0.591,0.477,0.528,0.275,0.5,0.794,0.5,0.4,0.748,0.719,0.0,4.17,2.32,1.45,62.48574154,
688665,四方光电,59.84,0.3715,0.426,0.231,0.438,0.528,0.55,0.5,0.795,0.5,0.469,0.741,0.348,0.0,-2.67,2.05,1.04,60.55349685,
300192,科德教育,16.8,0.3715,0.35,0.502,0.643,0.262,0.267,0.5,0.361,0.5,1.0,0.458,0.7,0.0,1.14,2.85,1.18,55.29607927,
688130,晶华微,25.86,0.371,0.123,0.575,0.643,0.528,0.76,0.5,0.32,0.5,0.495,0.798,0.7,0.0,-6.64,10.38,2.25,31.26243691,
002685,华东重机,6.75,0.371,0.134,0.575,0.65,0.528,0.774,0.5,0.492,0.5,0.167,0.758,0.7,0.0,-5.46,8.89,1.91,68.01911827,
300860,锋尚文化,26.1,0.3709,0.695,0.349,0.077,0.304,0.452,0.5,0.744,0.5,0.692,0.744,0.121,0.0,-1.51,2.84,1.16,49.1856387,
301365,矩阵股份,32.03,0.3709,0.332,0.575,0.342,0.528,0.714,0.5,0.739,0.5,0.333,0.726,0.0,0.0,-8.09,5.47,1.97,58.43194496,
002213,大为股份,41.95,0.3706,0.605,0.739,0.643,0.528,0.17,0.5,0.3,0.5,0.771,0.233,0.7,0.0,4.69,16.73,1.1,99.62492394,P29_high_turnover
300250,初灵信息,15.74,0.3704,0.374,0.68,0.499,0.752,0.229,0.5,0.319,0.5,0.411,0.442,0.7,0.0,1.03,4.37,1.45,33.64416799,
603612,索通发展,20.47,0.3704,0.321,0.705,0.643,0.5,0.252,0.5,0.255,0.5,0.429,0.54,0.7,0.0,3.59,3.9,1.37,101.96198276,
301552,科力装备,24.28,0.3703,0.403,0.611,0.431,0.528,0.401,0.5,0.347,0.5,0.608,0.432,0.7,0.0,-0.9,4.7,1.77,30.048928,
301168,通灵股份,46.12,0.37,0.331,0.622,0.553,0.808,0.351,0.5,0.263,0.5,0.419,0.385,0.7,0.0,2.76,3.08,1.3,55.344,
603126,中材节能,7.25,0.3692,0.55,0.462,0.386,0.367,0.255,0.5,0.358,0.5,0.75,0.555,0.7,0.0,1.68,2.04,1.17,44.26125,
300012,华测检测,14.6,0.369,0.599,0.598,0.265,0.304,0.496,0.5,0.272,0.5,0.538,0.307,0.7,0.0,1.53,2.92,1.6,245.69291924,
001269,欧晶科技,23.31,0.369,0.465,0.491,0.497,0.808,0.367,0.5,0.181,0.5,0.484,0.222,0.7,0.0,-1.73,5.68,1.04,44.85123464,
301266,宇邦新材,25.3,0.3688,0.386,0.494,0.366,0.808,0.456,0.5,0.465,0.5,0.387,0.627,0.7,0.0,-1.21,4.66,1.05,36.17253965,
688023,安恒信息,38.19,0.3685,0.438,0.456,0.643,0.822,0.163,0.5,0.274,0.5,0.329,0.332,0.7,0.0,-0.13,2.61,1.39,39.02068711,
001212,中旗新材,50.17,0.3683,0.265,0.777,0.528,0.556,0.164,0.5,0.833,0.5,0.091,0.873,0.125,0.0,1.76,7.47,1.47,100.82144336,
000716,黑芝麻,4.31,0.3679,0.517,0.418,0.643,0.241,0.224,0.5,0.183,0.5,0.75,0.386,0.7,0.0,0.23,2.76,1.06,32.44930256,
002933,新兴装备,28.36,0.3677,0.415,0.282,0.545,0.528,0.494,0.5,0.383,0.5,0.65,0.529,0.7,0.0,-2.98,2.02,1.29,33.28046,
300016,北陆药业,7.57,0.3676,0.376,0.411,0.643,0.528,0.387,0.5,0.275,0.5,0.592,0.46,0.7,0.0,-1.17,2.69,1.42,44.03391264,
688073,毕得医药,46.28,0.3674,0.605,0.554,0.231,0.654,0.15,0.5,0.363,0.5,0.586,0.485,0.7,0.0,1.98,2.09,1.65,42.06062833,
688429,时创能源,10.5,0.3674,0.469,0.324,0.407,0.808,0.363,0.5,0.381,0.5,0.613,0.525,0.7,0.0,-0.76,2.22,1.09,42.000084,
920982,锦波生物,143.79,0.3674,0.505,0.342,0.425,0.486,0.616,0.5,0.335,0.5,0.5,0.351,0.7,0.0,-4.96,2.2,1.58,165.45245239,
300648,星云股份,44.53,0.3674,0.268,0.442,0.557,0.787,0.708,0.5,0.3,0.5,0.206,0.691,0.7,0.0,-5.92,3.4,1.83,77.60750742,
600785,新华百货,15.43,0.3673,0.788,0.544,0.282,0.199,0.421,0.5,0.355,0.5,0.857,0.585,0.7,-0.05,1.65,3.38,1.04,34.8149065,P32_pump_risk
300652,雷迪克,37.67,0.3672,0.433,0.408,0.561,0.528,0.609,0.5,0.223,0.5,0.467,0.203,0.7,0.0,-4.85,2.99,1.78,50.24822847,
920181,赛英电子,103.43,0.3671,0.456,0.477,0.652,0.528,0.665,0.5,0.478,0.5,0.657,0.536,0.7,0.0,-1.92,20.03,1.36,44.68176,P29_high_turnover
001396,誉帆科技,38.37,0.367,0.379,0.573,0.412,0.647,0.535,0.5,0.372,0.5,0.375,0.435,0.7,0.0,-3.83,7.84,1.49,41.01845702,
300849,锦盛新材,21.79,0.3669,0.439,0.384,0.458,0.43,0.569,0.5,0.362,0.5,0.571,0.521,0.7,0.0,-1.85,3.43,1.18,32.685,
300792,壹网壹创,30.45,0.3669,0.383,0.542,0.643,0.591,0.167,0.5,0.334,0.5,0.364,0.549,0.7,0.0,1.91,2.59,1.27,72.14906129,
002331,皖通科技,8.09,0.3668,0.338,0.54,0.643,0.752,0.278,0.5,0.248,0.5,0.397,0.44,0.7,0.0,0.0,3.58,1.37,34.66012849,
301231,荣信文化,35.6,0.3667,0.741,0.744,0.398,0.248,0.356,0.5,0.195,0.5,1.0,0.225,0.7,0.0,2.77,13.83,1.12,30.0464,P29_high_turnover
002853,皮阿诺,22.62,0.3667,0.505,0.413,0.453,0.465,0.403,0.5,0.385,0.5,0.353,0.596,0.7,0.0,-0.62,2.13,1.59,41.37558744,
